"id","thinning","dev","th","a","d","n","N_ini","N","point_density_sim_gp","mean_deviation"
76,"deviation_50",1.39015748103839,0.5,6,1,10,100,50,0.5,1.64482715047682
76,"deviation_80",2.53968406729625,0.8,6,1,10,100,20,0.2,3.25486088850788
77,"deviation_10",0.229852023105406,0.1,6,1.5,10,100,90,0.9,0.212747779207969
77,"deviation_30",0.806290455072294,0.3,6,1.5,10,100,70,0.7,0.537122187050506
77,"deviation_50",1.15645206418541,0.5,6,1.5,10,100,50,0.5,0.998932523019561
77,"deviation_80",2.29273212837747,0.8,6,1.5,10,100,20,0.2,2.43805133869458
78,"deviation_10",0.124503783973573,0.1,6,3,10,100,90,0.9,0.0771454448904091
78,"deviation_30",0.14762480441806,0.3,6,3,10,100,70,0.7,0.202636452790062
78,"deviation_50",0.32738730563918,0.5,6,3,10,100,50,0.5,0.309749764314976
78,"deviation_80",0.829031060926768,0.8,6,3,10,100,20,0.2,0.930643936463413
79,"deviation_10",0.0406661076938503,0.1,6,4,10,100,90,0.9,0.0653060275588064
79,"deviation_30",0.148559762786155,0.3,6,4,10,100,70,0.7,0.152061680522147
79,"deviation_50",0.34697159140342,0.5,6,4,10,100,50,0.5,0.265254125356907
79,"deviation_80",0.723476339938793,0.8,6,4,10,100,20,0.2,0.677834234249258
80,"deviation_10",0.047148344450139,0.1,6,6,10,100,90,0.9,0.0388354707590732
80,"deviation_30",0.0978901135404026,0.3,6,6,10,100,70,0.7,0.108673726546393
80,"deviation_50",0.176554429940784,0.5,6,6,10,100,50,0.5,0.183846321256338
80,"deviation_80",0.547221829807581,0.8,6,6,10,100,20,0.2,0.51664822765273
81,"deviation_10",0.0943588120560776,0.1,6,1,20,400,360,3.6,0.109247368654026
81,"deviation_30",0.329651473379472,0.3,6,1,20,400,280,2.8,0.27121787307946
81,"deviation_50",0.44758241108356,0.5,6,1,20,400,200,2,0.498805663132222
81,"deviation_80",1.61705236703987,0.8,6,1,20,400,80,0.8,1.51766483551796
82,"deviation_10",0.0476431940441715,0.1,6,1.5,20,400,360,3.6,0.0676529272142444
82,"deviation_30",0.13070910533636,0.3,6,1.5,20,400,280,2.8,0.149477712332035
82,"deviation_50",0.231011879806297,0.5,6,1.5,20,400,200,2,0.245822891931105
82,"deviation_80",0.645065860001242,0.8,6,1.5,20,400,80,0.8,0.728707353285483
83,"deviation_10",0.0294701233647549,0.1,6,3,20,400,360,3.6,0.0396488694272405
83,"deviation_30",0.0876767242877025,0.3,6,3,20,400,280,2.8,0.0796206261251319
83,"deviation_50",0.114191766765084,0.5,6,3,20,400,200,2,0.132872258289682
83,"deviation_80",0.231333968621431,0.8,6,3,20,400,80,0.8,0.291236357191867
84,"deviation_10",0.0251790174595662,0.1,6,4,20,400,360,3.6,0.0328033213037104
84,"deviation_30",0.064576273375961,0.3,6,4,20,400,280,2.8,0.0647394709169918
84,"deviation_50",0.0700108013605914,0.5,6,4,20,400,200,2,0.10360104923477
84,"deviation_80",0.219899057028052,0.8,6,4,20,400,80,0.8,0.232736038838764
85,"deviation_10",0.027137956437265,0.1,6,6,20,400,360,3.6,0.027295093031633
85,"deviation_30",0.0496415952548804,0.3,6,6,20,400,280,2.8,0.054607618591806
85,"deviation_50",0.106166288940999,0.5,6,6,20,400,200,2,0.0835592116727197
85,"deviation_80",0.150510400715234,0.8,6,6,20,400,80,0.8,0.184425120965873
86,"deviation_10",0.068824679789688,0.1,6,1,30,900,810,8.1,0.0672337562567494
86,"deviation_30",0.127451379461783,0.3,6,1,30,900,630,6.3,0.138937137618178
86,"deviation_50",0.282433869901171,0.5,6,1,30,900,450,4.5,0.23355079933954
86,"deviation_80",0.72426454363821,0.8,6,1,30,900,180,1.8,0.643910126338558
87,"deviation_10",0.0465053292051061,0.1,6,1.5,30,900,810,8.1,0.0432562344799419
87,"deviation_30",0.0962046328399097,0.3,6,1.5,30,900,630,6.3,0.0960659992111504
87,"deviation_50",0.11893663510137,0.5,6,1.5,30,900,450,4.5,0.147768637576083
87,"deviation_80",0.381785337169651,0.8,6,1.5,30,900,180,1.8,0.349692429707488
88,"deviation_10",0.0300435775243418,0.1,6,3,30,900,810,8.1,0.0274165530164892
88,"deviation_30",0.062406481820646,0.3,6,3,30,900,630,6.3,0.0548683806122472
88,"deviation_50",0.0727277657010007,0.5,6,3,30,900,450,4.5,0.0862725010523943
88,"deviation_80",0.160521554196429,0.8,6,3,30,900,180,1.8,0.170656777598871
89,"deviation_10",0.0263481934650813,0.1,6,4,30,900,810,8.1,0.0235567521328071
89,"deviation_30",0.040731691260627,0.3,6,4,30,900,630,6.3,0.0434416636124562
89,"deviation_50",0.070766306400495,0.5,6,4,30,900,450,4.5,0.0663860607248535
89,"deviation_80",0.163175767885282,0.8,6,4,30,900,180,1.8,0.134602001946721
90,"deviation_10",0.0189127196399176,0.1,6,6,30,900,810,8.1,0.0190067519228502
90,"deviation_30",0.0331346900693078,0.3,6,6,30,900,630,6.3,0.0391150710425973
90,"deviation_50",0.0500607606192634,0.5,6,6,30,900,450,4.5,0.061583366373797
90,"deviation_80",0.150865437755286,0.8,6,6,30,900,180,1.8,0.119952475720633
91,"deviation_10",0.54391252112575,0.1,6,1,10,100,90,0.9,0.412541968336326
91,"deviation_30",0.799911815742497,0.3,6,1,10,100,70,0.7,0.96531522298236
91,"deviation_50",1.78708788791822,0.5,6,1,10,100,50,0.5,1.64482715047682
91,"deviation_80",3.59825832156792,0.8,6,1,10,100,20,0.2,3.25486088850788
92,"deviation_10",0.192623441803315,0.1,6,1.5,10,100,90,0.9,0.212747779207969
92,"deviation_30",0.738674591681042,0.3,6,1.5,10,100,70,0.7,0.537122187050506
92,"deviation_50",0.883389001269664,0.5,6,1.5,10,100,50,0.5,0.998932523019561
92,"deviation_80",2.60887557043828,0.8,6,1.5,10,100,20,0.2,2.43805133869458
93,"deviation_10",0.068398594497041,0.1,6,3,10,100,90,0.9,0.0771454448904091
93,"deviation_30",0.127870469207442,0.3,6,3,10,100,70,0.7,0.202636452790062
93,"deviation_50",0.279806184200738,0.5,6,3,10,100,50,0.5,0.309749764314976
93,"deviation_80",0.981358640152439,0.8,6,3,10,100,20,0.2,0.930643936463413
94,"deviation_10",0.0521790981490282,0.1,6,4,10,100,90,0.9,0.0653060275588064
94,"deviation_30",0.171844887614452,0.3,6,4,10,100,70,0.7,0.152061680522147
94,"deviation_50",0.289732345448913,0.5,6,4,10,100,50,0.5,0.265254125356907
94,"deviation_80",0.666308520675847,0.8,6,4,10,100,20,0.2,0.677834234249258
95,"deviation_10",0.0350980404257953,0.1,6,6,10,100,90,0.9,0.0388354707590732
95,"deviation_30",0.136346881960591,0.3,6,6,10,100,70,0.7,0.108673726546393
95,"deviation_50",0.219023513142482,0.5,6,6,10,100,50,0.5,0.183846321256338
95,"deviation_80",0.171700699511956,0.8,6,6,10,100,20,0.2,0.51664822765273
96,"deviation_10",0.101976434476805,0.1,6,1,20,400,360,3.6,0.109247368654026
96,"deviation_30",0.253441262173144,0.3,6,1,20,400,280,2.8,0.27121787307946
96,"deviation_50",0.426369226007589,0.5,6,1,20,400,200,2,0.498805663132222
96,"deviation_80",1.40853495957806,0.8,6,1,20,400,80,0.8,1.51766483551796
97,"deviation_10",0.0862732500382614,0.1,6,1.5,20,400,360,3.6,0.0676529272142444
97,"deviation_30",0.166032507273332,0.3,6,1.5,20,400,280,2.8,0.149477712332035
97,"deviation_50",0.227074380581962,0.5,6,1.5,20,400,200,2,0.245822891931105
97,"deviation_80",0.716253754749099,0.8,6,1.5,20,400,80,0.8,0.728707353285483
98,"deviation_10",0.0336792040707505,0.1,6,3,20,400,360,3.6,0.0396488694272405
98,"deviation_30",0.0660822222024706,0.3,6,3,20,400,280,2.8,0.0796206261251319
98,"deviation_50",0.128812671688482,0.5,6,3,20,400,200,2,0.132872258289682
98,"deviation_80",0.218522515829654,0.8,6,3,20,400,80,0.8,0.291236357191867
99,"deviation_10",0.0292125903069664,0.1,6,4,20,400,360,3.6,0.0328033213037104
99,"deviation_30",0.0853431707022131,0.3,6,4,20,400,280,2.8,0.0647394709169918
99,"deviation_50",0.104189901980575,0.5,6,4,20,400,200,2,0.10360104923477
99,"deviation_80",0.218626041999157,0.8,6,4,20,400,80,0.8,0.232736038838764
100,"deviation_10",0.0260303779646336,0.1,6,6,20,400,360,3.6,0.027295093031633
100,"deviation_30",0.0683689328633193,0.3,6,6,20,400,280,2.8,0.054607618591806
100,"deviation_50",0.0780977877095018,0.5,6,6,20,400,200,2,0.0835592116727197
100,"deviation_80",0.249684712890095,0.8,6,6,20,400,80,0.8,0.184425120965873
101,"deviation_10",0.0796162821471699,0.1,6,1,30,900,810,8.1,0.0672337562567494
101,"deviation_30",0.159941190094733,0.3,6,1,30,900,630,6.3,0.138937137618178
101,"deviation_50",0.24907942809959,0.5,6,1,30,900,450,4.5,0.23355079933954
101,"deviation_80",0.701048094366102,0.8,6,1,30,900,180,1.8,0.643910126338558
102,"deviation_10",0.0445729350419533,0.1,6,1.5,30,900,810,8.1,0.0432562344799419
102,"deviation_30",0.0902110993915319,0.3,6,1.5,30,900,630,6.3,0.0960659992111504
102,"deviation_50",0.148420655757429,0.5,6,1.5,30,900,450,4.5,0.147768637576083
102,"deviation_80",0.332484566439655,0.8,6,1.5,30,900,180,1.8,0.349692429707488
103,"deviation_10",0.0236599213124766,0.1,6,3,30,900,810,8.1,0.0274165530164892
103,"deviation_30",0.0544657266654095,0.3,6,3,30,900,630,6.3,0.0548683806122472
103,"deviation_50",0.0833299108573274,0.5,6,3,30,900,450,4.5,0.0862725010523943
103,"deviation_80",0.174892322534253,0.8,6,3,30,900,180,1.8,0.170656777598871
104,"deviation_10",0.020918936490873,0.1,6,4,30,900,810,8.1,0.0235567521328071
104,"deviation_30",0.0479114146789007,0.3,6,4,30,900,630,6.3,0.0434416636124562
104,"deviation_50",0.0644184475451639,0.5,6,4,30,900,450,4.5,0.0663860607248535
104,"deviation_80",0.156140820154906,0.8,6,4,30,900,180,1.8,0.134602001946721
105,"deviation_10",0.0193974703061876,0.1,6,6,30,900,810,8.1,0.0190067519228502
105,"deviation_30",0.0300383806321175,0.3,6,6,30,900,630,6.3,0.0391150710425973
105,"deviation_50",0.0479186313448819,0.5,6,6,30,900,450,4.5,0.061583366373797
105,"deviation_80",0.134962498145314,0.8,6,6,30,900,180,1.8,0.119952475720633
106,"deviation_10",0.399588113265058,0.1,6,1,10,100,90,0.9,0.412541968336326
106,"deviation_30",0.93090431197472,0.3,6,1,10,100,70,0.7,0.96531522298236
106,"deviation_50",2.22168333088302,0.5,6,1,10,100,50,0.5,1.64482715047682
106,"deviation_80",3.24299353939732,0.8,6,1,10,100,20,0.2,3.25486088850788
107,"deviation_10",0.31599522561672,0.1,6,1.5,10,100,90,0.9,0.212747779207969
107,"deviation_30",0.788223836480763,0.3,6,1.5,10,100,70,0.7,0.537122187050506
107,"deviation_50",0.894547357927869,0.5,6,1.5,10,100,50,0.5,0.998932523019561
107,"deviation_80",2.13990425440053,0.8,6,1.5,10,100,20,0.2,2.43805133869458
108,"deviation_10",0.0994421456917828,0.1,6,3,10,100,90,0.9,0.0771454448904091
108,"deviation_30",0.311841859350029,0.3,6,3,10,100,70,0.7,0.202636452790062
108,"deviation_50",0.430138782263217,0.5,6,3,10,100,50,0.5,0.309749764314976
108,"deviation_80",0.762199726444412,0.8,6,3,10,100,20,0.2,0.930643936463413
109,"deviation_10",0.0724880423850026,0.1,6,4,10,100,90,0.9,0.0653060275588064
109,"deviation_30",0.130481980913123,0.3,6,4,10,100,70,0.7,0.152061680522147
109,"deviation_50",0.178926290231091,0.5,6,4,10,100,50,0.5,0.265254125356907
109,"deviation_80",0.56925834869472,0.8,6,4,10,100,20,0.2,0.677834234249258
110,"deviation_10",0.0373820258014599,0.1,6,6,10,100,90,0.9,0.0388354707590732
110,"deviation_30",0.115283290072039,0.3,6,6,10,100,70,0.7,0.108673726546393
110,"deviation_50",0.178621586491801,0.5,6,6,10,100,50,0.5,0.183846321256338
110,"deviation_80",0.96901162650623,0.8,6,6,10,100,20,0.2,0.51664822765273
111,"deviation_10",0.104407704781195,0.1,6,1,20,400,360,3.6,0.109247368654026
111,"deviation_30",0.242976469728276,0.3,6,1,20,400,280,2.8,0.27121787307946
111,"deviation_50",0.512049752188585,0.5,6,1,20,400,200,2,0.498805663132222
111,"deviation_80",1.352787059562,0.8,6,1,20,400,80,0.8,1.51766483551796
112,"deviation_10",0.0852664628886171,0.1,6,1.5,20,400,360,3.6,0.0676529272142444
112,"deviation_30",0.18430495472349,0.3,6,1.5,20,400,280,2.8,0.149477712332035
112,"deviation_50",0.278170956959716,0.5,6,1.5,20,400,200,2,0.245822891931105
112,"deviation_80",1.03418768471546,0.8,6,1.5,20,400,80,0.8,0.728707353285483
113,"deviation_10",0.0383791892750547,0.1,6,3,20,400,360,3.6,0.0396488694272405
113,"deviation_30",0.0633649259149863,0.3,6,3,20,400,280,2.8,0.0796206261251319
113,"deviation_50",0.134535819760789,0.5,6,3,20,400,200,2,0.132872258289682
113,"deviation_80",0.420879538969989,0.8,6,3,20,400,80,0.8,0.291236357191867
114,"deviation_10",0.0301769455645594,0.1,6,4,20,400,360,3.6,0.0328033213037104
114,"deviation_30",0.045715393296075,0.3,6,4,20,400,280,2.8,0.0647394709169918
114,"deviation_50",0.0992860431598242,0.5,6,4,20,400,200,2,0.10360104923477
114,"deviation_80",0.142945005757729,0.8,6,4,20,400,80,0.8,0.232736038838764
115,"deviation_10",0.0210727196748942,0.1,6,6,20,400,360,3.6,0.027295093031633
115,"deviation_30",0.0554595566042877,0.3,6,6,20,400,280,2.8,0.054607618591806
115,"deviation_50",0.095232106944395,0.5,6,6,20,400,200,2,0.0835592116727197
115,"deviation_80",0.146499157523642,0.8,6,6,20,400,80,0.8,0.184425120965873
116,"deviation_10",0.0707210294752414,0.1,6,1,30,900,810,8.1,0.0672337562567494
116,"deviation_30",0.148041157342704,0.3,6,1,30,900,630,6.3,0.138937137618178
116,"deviation_50",0.211809329729123,0.5,6,1,30,900,450,4.5,0.23355079933954
116,"deviation_80",0.68002078400163,0.8,6,1,30,900,180,1.8,0.643910126338558
117,"deviation_10",0.0394265264461999,0.1,6,1.5,30,900,810,8.1,0.0432562344799419
117,"deviation_30",0.0970041294527237,0.3,6,1.5,30,900,630,6.3,0.0960659992111504
117,"deviation_50",0.141816402503304,0.5,6,1.5,30,900,450,4.5,0.147768637576083
117,"deviation_80",0.332547170774003,0.8,6,1.5,30,900,180,1.8,0.349692429707488
118,"deviation_10",0.0242540085628881,0.1,6,3,30,900,810,8.1,0.0274165530164892
118,"deviation_30",0.0497499473367103,0.3,6,3,30,900,630,6.3,0.0548683806122472
118,"deviation_50",0.089384828965134,0.5,6,3,30,900,450,4.5,0.0862725010523943
118,"deviation_80",0.167405812516287,0.8,6,3,30,900,180,1.8,0.170656777598871
119,"deviation_10",0.0281207235401541,0.1,6,4,30,900,810,8.1,0.0235567521328071
119,"deviation_30",0.0527578285259277,0.3,6,4,30,900,630,6.3,0.0434416636124562
119,"deviation_50",0.0697661746959793,0.5,6,4,30,900,450,4.5,0.0663860607248535
119,"deviation_80",0.125424776469036,0.8,6,4,30,900,180,1.8,0.134602001946721
120,"deviation_10",0.0170620584269785,0.1,6,6,30,900,810,8.1,0.0190067519228502
120,"deviation_30",0.0380067756107171,0.3,6,6,30,900,630,6.3,0.0391150710425973
120,"deviation_50",0.0670897748244642,0.5,6,6,30,900,450,4.5,0.061583366373797
120,"deviation_80",0.101144708893788,0.8,6,6,30,900,180,1.8,0.119952475720633
121,"deviation_10",0.309620493032259,0.1,6,1,10,100,90,0.9,0.412541968336326
121,"deviation_30",1.29321428777875,0.3,6,1,10,100,70,0.7,0.96531522298236
121,"deviation_50",1.57752438345652,0.5,6,1,10,100,50,0.5,1.64482715047682
121,"deviation_80",3.80294155928708,0.8,6,1,10,100,20,0.2,3.25486088850788
122,"deviation_10",0.158977660427283,0.1,6,1.5,10,100,90,0.9,0.212747779207969
122,"deviation_30",0.459831565045619,0.3,6,1.5,10,100,70,0.7,0.537122187050506
122,"deviation_50",1.07671530936943,0.5,6,1.5,10,100,50,0.5,0.998932523019561
122,"deviation_80",3.03636617638047,0.8,6,1.5,10,100,20,0.2,2.43805133869458
123,"deviation_10",0.0923605034723249,0.1,6,3,10,100,90,0.9,0.0771454448904091
123,"deviation_30",0.185593005959132,0.3,6,3,10,100,70,0.7,0.202636452790062
123,"deviation_50",0.357836040095518,0.5,6,3,10,100,50,0.5,0.309749764314976
123,"deviation_80",0.986829235496264,0.8,6,3,10,100,20,0.2,0.930643936463413
124,"deviation_10",0.110940780801169,0.1,6,4,10,100,90,0.9,0.0653060275588064
124,"deviation_30",0.218084398727491,0.3,6,4,10,100,70,0.7,0.152061680522147
124,"deviation_50",0.171000417442414,0.5,6,4,10,100,50,0.5,0.265254125356907
124,"deviation_80",0.780305291240649,0.8,6,4,10,100,20,0.2,0.677834234249258
125,"deviation_10",0.0457329506602644,0.1,6,6,10,100,90,0.9,0.0388354707590732
125,"deviation_30",0.0817798992066587,0.3,6,6,10,100,70,0.7,0.108673726546393
125,"deviation_50",0.14453108698911,0.5,6,6,10,100,50,0.5,0.183846321256338
125,"deviation_80",0.58199534568873,0.8,6,6,10,100,20,0.2,0.51664822765273
126,"deviation_10",0.149124369830046,0.1,6,1,20,400,360,3.6,0.109247368654026
126,"deviation_30",0.230312869711242,0.3,6,1,20,400,280,2.8,0.27121787307946
126,"deviation_50",0.473152793960297,0.5,6,1,20,400,200,2,0.498805663132222
126,"deviation_80",1.41758309590954,0.8,6,1,20,400,80,0.8,1.51766483551796
127,"deviation_10",0.0630888216089696,0.1,6,1.5,20,400,360,3.6,0.0676529272142444
127,"deviation_30",0.175998282229859,0.3,6,1.5,20,400,280,2.8,0.149477712332035
127,"deviation_50",0.257554098841309,0.5,6,1.5,20,400,200,2,0.245822891931105
127,"deviation_80",0.643718771853499,0.8,6,1.5,20,400,80,0.8,0.728707353285483
128,"deviation_10",0.0645420345331995,0.1,6,3,20,400,360,3.6,0.0396488694272405
128,"deviation_30",0.0894074745252774,0.3,6,3,20,400,280,2.8,0.0796206261251319
128,"deviation_50",0.13293532008774,0.5,6,3,20,400,200,2,0.132872258289682
128,"deviation_80",0.276591253666653,0.8,6,3,20,400,80,0.8,0.291236357191867
129,"deviation_10",0.0288931529778343,0.1,6,4,20,400,360,3.6,0.0328033213037104
129,"deviation_30",0.0704762830215817,0.3,6,4,20,400,280,2.8,0.0647394709169918
129,"deviation_50",0.0856371731947854,0.5,6,4,20,400,200,2,0.10360104923477
129,"deviation_80",0.253057716216527,0.8,6,4,20,400,80,0.8,0.232736038838764
130,"deviation_10",0.0244365003155474,0.1,6,6,20,400,360,3.6,0.027295093031633
130,"deviation_30",0.0509082086708089,0.3,6,6,20,400,280,2.8,0.054607618591806
130,"deviation_50",0.108842152595906,0.5,6,6,20,400,200,2,0.0835592116727197
130,"deviation_80",0.149835489829128,0.8,6,6,20,400,80,0.8,0.184425120965873
131,"deviation_10",0.0580280377211879,0.1,6,1,30,900,810,8.1,0.0672337562567494
131,"deviation_30",0.132555944986134,0.3,6,1,30,900,630,6.3,0.138937137618178
131,"deviation_50",0.194811875273783,0.5,6,1,30,900,450,4.5,0.23355079933954
131,"deviation_80",0.598249512137181,0.8,6,1,30,900,180,1.8,0.643910126338558
132,"deviation_10",0.0411369115860857,0.1,6,1.5,30,900,810,8.1,0.0432562344799419
132,"deviation_30",0.108090629451712,0.3,6,1.5,30,900,630,6.3,0.0960659992111504
132,"deviation_50",0.139333641291828,0.5,6,1.5,30,900,450,4.5,0.147768637576083
132,"deviation_80",0.329060973693776,0.8,6,1.5,30,900,180,1.8,0.349692429707488
133,"deviation_10",0.0304668944884443,0.1,6,3,30,900,810,8.1,0.0274165530164892
133,"deviation_30",0.0607236472769214,0.3,6,3,30,900,630,6.3,0.0548683806122472
133,"deviation_50",0.0810594801711554,0.5,6,3,30,900,450,4.5,0.0862725010523943
133,"deviation_80",0.181054178346559,0.8,6,3,30,900,180,1.8,0.170656777598871
134,"deviation_10",0.0155647540292484,0.1,6,4,30,900,810,8.1,0.0235567521328071
134,"deviation_30",0.050223678639817,0.3,6,4,30,900,630,6.3,0.0434416636124562
134,"deviation_50",0.0745362963526478,0.5,6,4,30,900,450,4.5,0.0663860607248535
134,"deviation_80",0.152391994420427,0.8,6,4,30,900,180,1.8,0.134602001946721
135,"deviation_10",0.0186402415737187,0.1,6,6,30,900,810,8.1,0.0190067519228502
135,"deviation_30",0.0508426201042548,0.3,6,6,30,900,630,6.3,0.0391150710425973
135,"deviation_50",0.0616454427382261,0.5,6,6,30,900,450,4.5,0.061583366373797
135,"deviation_80",0.104616204218447,0.8,6,6,30,900,180,1.8,0.119952475720633
136,"deviation_10",0.410323996023743,0.1,6,1,10,100,90,0.9,0.412541968336326
136,"deviation_30",0.942574473088716,0.3,6,1,10,100,70,0.7,0.96531522298236
136,"deviation_50",1.70020372461478,0.5,6,1,10,100,50,0.5,1.64482715047682
136,"deviation_80",2.86422160160343,0.8,6,1,10,100,20,0.2,3.25486088850788
137,"deviation_10",0.527683277977639,0.1,6,1.5,10,100,90,0.9,0.212747779207969
137,"deviation_30",0.656080044948948,0.3,6,1.5,10,100,70,0.7,0.537122187050506
137,"deviation_50",0.762726853846005,0.5,6,1.5,10,100,50,0.5,0.998932523019561
137,"deviation_80",3.13288841300462,0.8,6,1.5,10,100,20,0.2,2.43805133869458
138,"deviation_10",0.0554626442686035,0.1,6,3,10,100,90,0.9,0.0771454448904091
138,"deviation_30",0.147379065850324,0.3,6,3,10,100,70,0.7,0.202636452790062
138,"deviation_50",0.236162485876333,0.5,6,3,10,100,50,0.5,0.309749764314976
138,"deviation_80",0.632788901205142,0.8,6,3,10,100,20,0.2,0.930643936463413
139,"deviation_10",0.0429801923436882,0.1,6,4,10,100,90,0.9,0.0653060275588064
139,"deviation_30",0.134128263269494,0.3,6,4,10,100,70,0.7,0.152061680522147
139,"deviation_50",0.186729629504565,0.5,6,4,10,100,50,0.5,0.265254125356907
139,"deviation_80",0.46254507931446,0.8,6,4,10,100,20,0.2,0.677834234249258
140,"deviation_10",0.0289255598651506,0.1,6,6,10,100,90,0.9,0.0388354707590732
140,"deviation_30",0.123276870654578,0.3,6,6,10,100,70,0.7,0.108673726546393
140,"deviation_50",0.170462026533672,0.5,6,6,10,100,50,0.5,0.183846321256338
140,"deviation_80",0.187547947371947,0.8,6,6,10,100,20,0.2,0.51664822765273
141,"deviation_10",0.111142363820922,0.1,6,1,20,400,360,3.6,0.109247368654026
141,"deviation_30",0.34096948901737,0.3,6,1,20,400,280,2.8,0.27121787307946
141,"deviation_50",0.490855453997517,0.5,6,1,20,400,200,2,0.498805663132222
141,"deviation_80",1.71622348698449,0.8,6,1,20,400,80,0.8,1.51766483551796
142,"deviation_10",0.0532526588698046,0.1,6,1.5,20,400,360,3.6,0.0676529272142444
142,"deviation_30",0.139882510313718,0.3,6,1.5,20,400,280,2.8,0.149477712332035
142,"deviation_50",0.246508557503783,0.5,6,1.5,20,400,200,2,0.245822891931105
142,"deviation_80",0.57491845698145,0.8,6,1.5,20,400,80,0.8,0.728707353285483
143,"deviation_10",0.0331177826213897,0.1,6,3,20,400,360,3.6,0.0396488694272405
143,"deviation_30",0.05071985684325,0.3,6,3,20,400,280,2.8,0.0796206261251319
143,"deviation_50",0.0999918403443246,0.5,6,3,20,400,200,2,0.132872258289682
143,"deviation_80",0.377782626388311,0.8,6,3,20,400,80,0.8,0.291236357191867
144,"deviation_10",0.0429656672192177,0.1,6,4,20,400,360,3.6,0.0328033213037104
144,"deviation_30",0.0747929746428018,0.3,6,4,20,400,280,2.8,0.0647394709169918
144,"deviation_50",0.116171734964895,0.5,6,4,20,400,200,2,0.10360104923477
144,"deviation_80",0.172005906498197,0.8,6,4,20,400,80,0.8,0.232736038838764
145,"deviation_10",0.0392176882022912,0.1,6,6,20,400,360,3.6,0.027295093031633
145,"deviation_30",0.0662569285406359,0.3,6,6,20,400,280,2.8,0.054607618591806
145,"deviation_50",0.076058295548735,0.5,6,6,20,400,200,2,0.0835592116727197
145,"deviation_80",0.165061738061234,0.8,6,6,20,400,80,0.8,0.184425120965873
146,"deviation_10",0.0723566750611254,0.1,6,1,30,900,810,8.1,0.0672337562567494
146,"deviation_30",0.138830671134172,0.3,6,1,30,900,630,6.3,0.138937137618178
146,"deviation_50",0.214742988015309,0.5,6,1,30,900,450,4.5,0.23355079933954
146,"deviation_80",0.626383140650912,0.8,6,1,30,900,180,1.8,0.643910126338558
147,"deviation_10",0.0417024518673952,0.1,6,1.5,30,900,810,8.1,0.0432562344799419
147,"deviation_30",0.077378535903247,0.3,6,1.5,30,900,630,6.3,0.0960659992111504
147,"deviation_50",0.140091044565178,0.5,6,1.5,30,900,450,4.5,0.147768637576083
147,"deviation_80",0.36669897450059,0.8,6,1.5,30,900,180,1.8,0.349692429707488
148,"deviation_10",0.0276968730424383,0.1,6,3,30,900,810,8.1,0.0274165530164892
148,"deviation_30",0.0459470805380391,0.3,6,3,30,900,630,6.3,0.0548683806122472
148,"deviation_50",0.0722112138435118,0.5,6,3,30,900,450,4.5,0.0862725010523943
148,"deviation_80",0.170861962290598,0.8,6,3,30,900,180,1.8,0.170656777598871
149,"deviation_10",0.0181207893877476,0.1,6,4,30,900,810,8.1,0.0235567521328071
149,"deviation_30",0.0329926827489705,0.3,6,4,30,900,630,6.3,0.0434416636124562
149,"deviation_50",0.0706772773575432,0.5,6,4,30,900,450,4.5,0.0663860607248535
149,"deviation_80",0.110627194433039,0.8,6,4,30,900,180,1.8,0.134602001946721
150,"deviation_10",0.0244432556179902,0.1,6,6,30,900,810,8.1,0.0190067519228502
150,"deviation_30",0.0416961961996769,0.3,6,6,30,900,630,6.3,0.0391150710425973
150,"deviation_50",0.0557301447433993,0.5,6,6,30,900,450,4.5,0.061583366373797
150,"deviation_80",0.10239775758025,0.8,6,6,30,900,180,1.8,0.119952475720633
151,"deviation_10",0.414951847351981,0.1,6,1,10,100,90,0.9,0.412541968336326
151,"deviation_30",0.730593836418206,0.3,6,1,10,100,70,0.7,0.96531522298236
